word,corpus_freq,n_missing,missing_bigrams,category,is_oov,keep,noise_flags,notes
ओदालीमा,11,1,['ओद'],PROP,True,True,,
आफ़नो,11,1,['़न'],PROP,True,True,,
ल्यएर,11,1,['यए'],PROP,True,True,,
वङगलादेश,11,1,['वङ'],PROP,True,True,,
बठे,11,1,['बठ'],PROP,True,True,,
जेडएस,11,1,['डए'],PROP,True,True,,
राजनीीतक,11,1,['ीी'],PROP,True,True,,
घाइेत,11,1,['इे'],PROP,True,True,,
जवाफचाहिँ,11,1,['फच'],PROP,True,True,,
नेृतत्व,11,1,['ेृ'],PROP,True,True,,
घरैघरले,11,1,['ैघ'],PROP,True,True,,
षट्चक्रको,11,1,['षट'],PROP,True,True,,
बीचफाँटामा,11,1,['चफ'],PROP,True,True,,
यादृच्छिक,11,1,['ृच'],PROP,True,True,,
बिगँ्रदो,11,1,['ँ्'],PROP,True,True,,
आऊछ,11,1,['ऊछ'],PROP,True,True,,
जष्टिन,11,1,['जष'],PROP,True,True,,
बागझोरामा,11,1,['गझ'],PROP,True,True,,
सष्ट्रा,11,1,['सष'],PROP,True,True,,
वझाङ,11,1,['वझ'],PROP,True,True,,
दूघ,11,1,['ूघ'],PROP,True,True,,
बताए्,11,1,['ए्'],PROP,True,True,,
शरणं,11,1,['णं'],PROP,True,True,,
भैई,11,1,['ैई'],PROP,True,True,,
श्रृँखलामा,11,1,['ृँ'],PROP,True,True,,
साउथइस्ट,11,1,['थइ'],PROP,True,True,,
ह्याङओभरबाट,11,1,['ङओ'],PROP,True,True,,
ऑफ़,11,1,['ऑफ'],PROP,True,True,,
घुषखोरी,11,1,['षख'],PROP,True,True,,
रिङआउट,11,1,['ङआ'],PROP,True,True,,
राजनीतिज्ञभन्दा,11,1,['ञभ'],PROP,True,True,,
पादटिप्पणी,11,1,['दट'],PROP,True,True,,
म़ा,11,1,['म़'],PROP,True,True,,
बौएलाल,11,1,['ौए'],PROP,True,True,,
ऑखा,11,1,['ऑख'],PROP,True,True,,
भढी,11,1,['भढ'],PROP,True,True,,
खेलकुद़़,11,2,"['द़', '़़']",PROP,True,True,,
गाहृो,11,1,['ृो'],PROP,True,True,,
बढएको,11,1,['ढए'],PROP,True,True,,
अघिल्लॊ,11,1,['लॊ'],PROP,True,True,,
दशओटा,11,1,['शओ'],PROP,True,True,,
मनऋषि,11,1,['नऋ'],PROP,True,True,,
स्रोतःई,11,1,['ःई'],PROP,True,True,,
जॉंदा,10,2,"['जॉ', 'ॉं']",PROP,True,True,,
लालपटृीका,10,2,"['टृ', 'ृी']",PROP,True,True,,
माअेवादी,10,1,['अे'],PROP,True,True,,
एैरीले,10,1,['एै'],PROP,True,True,,
चउन्न,10,1,['चउ'],PROP,True,True,,
ओथेलो,10,1,['ओथ'],PROP,True,True,,
गाउॅपालिका,10,2,"['उॅ', 'ॅप']",PROP,True,True,,
म्याचफिक्सिङ,10,1,['चफ'],PROP,True,True,,
उब्जाउशील,10,1,['उश'],PROP,True,True,,
ढँगबाट,10,1,['ढँ'],PROP,True,True,,
ढृढता,10,1,['ढृ'],PROP,True,True,,
जञ्जिरमा,10,1,['जञ'],PROP,True,True,,
फखरुद्दिन,10,1,['फख'],PROP,True,True,,
फखरले,10,1,['फख'],PROP,True,True,,
छभन्दा,10,1,['छभ'],PROP,True,True,,
ओष्ठ्य,10,1,['ओष'],PROP,True,True,,
कठठा,10,1,['ठठ'],PROP,True,True,,
रहछन,10,1,['हछ'],PROP,True,True,,
वर्षउमेरका,10,1,['षउ'],PROP,True,True,,
ओँठमा,10,1,['ओँ'],PROP,True,True,,
पिचईले,10,1,['चई'],PROP,True,True,,
श्रृँखलाबद्ध,10,1,['ृँ'],PROP,True,True,,
चाड़हरू,10,1,['़ह'],PROP,True,True,,
एऊटै,10,2,"['ऊट', 'एऊ']",PROP,True,True,,
उद्घघोष,10,1,['घघ'],PROP,True,True,,
ऐठपुर,10,1,['ऐठ'],PROP,True,True,,
ऑफै,10,1,['ऑफ'],PROP,True,True,,
ऐमाले,10,1,['ऐम'],PROP,True,True,,
औडाह,10,1,['औड'],PROP,True,True,,
ठाडठाडै,10,1,['डठ'],PROP,True,True,,
परिक्षफल,10,1,['षफ'],PROP,True,True,,
ऑस्ट्रेलिया,10,1,['ऑस'],PROP,True,True,,
छिःछि,10,1,['ःछ'],PROP,True,True,,
पेटूोलियम,10,1,['ूो'],PROP,True,True,,
हौऔ,10,1,['ौऔ'],PROP,True,True,,
यज्ञडोल,10,1,['ञड'],PROP,True,True,,
पछिल्लॊ,10,1,['लॊ'],PROP,True,True,,
सिद्धथान,10,1,['धथ'],PROP,True,True,,
कृष्णऔँसीका,10,1,['णऔ'],PROP,True,True,,
जनकऋषि,10,1,['कऋ'],PROP,True,True,,
वठा,10,1,['वठ'],PROP,True,True,,
गरििदए,9,2,"['दए', 'िि']",PROP,True,True,,
केन्ऽका,9,2,"['ऽक', '्ऽ']",PROP,True,True,,
केन्ऽको,9,2,"['ऽक', '्ऽ']",PROP,True,True,,
केन्ऽमा,9,2,"['ऽम', '्ऽ']",PROP,True,True,,
ठृ्लो,9,2,"['ठृ', 'ृ्']",PROP,True,True,,
दार्जीलिङः,9,1,['ङः'],PROP,True,True,,
सिलिङअनुसार,9,1,['ङअ'],PROP,True,True,,
सवस्टशेनमा,9,1,['टश'],PROP,True,True,,
परमाणू,9,1,['णू'],PROP,True,True,,
पाँचधारेबाट,9,1,['चध'],PROP,True,True,,
बिगिँ्रदै,9,1,['ँ्'],PROP,True,True,,
सूर्यझैँ,9,1,['यझ'],PROP,True,True,,
गणणा,9,1,['णण'],PROP,True,True,,
वैशाखअगावै,9,1,['खअ'],PROP,True,True,,
खखनाको,9,1,['खख'],PROP,True,True,,
हरिऔनमा,9,1,['औन'],PROP,True,True,,
सङठन,9,1,['ङठ'],PROP,True,True,,
धण्टा,9,1,['धण'],PROP,True,True,,
ऊष्म,9,1,['ऊष'],PROP,True,True,,
वेष्टईण्डिज,9,1,['टई'],PROP,True,True,,
पुनःएक,9,1,['ःए'],PROP,True,True,,
वर्षखेलाडी,9,1,['षख'],PROP,True,True,,
नारायणथानमा,9,1,['णथ'],PROP,True,True,,
नारायणथानको,9,1,['णथ'],PROP,True,True,,
अर्धउपनिवेश,9,1,['धउ'],PROP,True,True,,
ऊविरुद्ध,9,1,['ऊव'],PROP,True,True,,
पर्योि,9,1,['ोि'],PROP,True,True,,
चोरऔंला,9,1,['रऔ'],PROP,True,True,,
ुएु,9,1,['एु'],PROP,True,True,,
हेऱ्यो,9,1,['ेऱ'],PROP,True,True,,
ज्ञड,9,1,['ञड'],PROP,True,True,,
आमऔषधि,9,1,['मऔ'],PROP,True,True,,
भठ्ठी,9,1,['भठ'],PROP,True,True,,
प्राङणमा,9,1,['ङण'],PROP,True,True,,
सगॅ,9,1,['गॅ'],PROP,True,True,,
रशमॊर,9,2,"['मॊ', 'ॊर']",PROP,True,True,,
तथष्ट,9,1,['थष'],PROP,True,True,,
श्रद्धञ्जली,9,1,['धञ'],PROP,True,True,,
आदेशउपर,9,1,['शउ'],PROP,True,True,,
उऋण,9,1,['उऋ'],PROP,True,True,,
मऱ्यो,9,1,['मऱ'],PROP,True,True,,
सॉंचो,8,2,"['सॉ', 'ॉं']",PROP,True,True,,
गाँऊपालिका,8,2,"['ँऊ', 'ऊप']",PROP,True,True,,
कटृी,8,2,"['टृ', 'ृी']",PROP,True,True,,
र्आिर्थक,8,2,"['आि', '्आ']",PROP,True,True,,
च्याउझैं,8,1,['उझ'],PROP,True,True,,
बिउझिँदा,8,1,['उझ'],PROP,True,True,,
गाउॅमा,8,2,"['उॅ', 'ॅम']",PROP,True,True,,
ओथारा,8,1,['ओथ'],PROP,True,True,,
झ्यापझुप,8,1,['पझ'],PROP,True,True,,
आछुआछु,8,1,['आछ'],PROP,True,True,,
प्रायःद्वीप,8,1,['ःद'],PROP,True,True,,
गफभन्दा,8,1,['फभ'],PROP,True,True,,
हुॅदै,8,2,"['ुॅ', 'ॅद']",PROP,True,True,,
चतेऔ,8,1,['ेऔ'],PROP,True,True,,
रुपए,8,1,['पए'],PROP,True,True,,
स्ट्यान्डआउट,8,1,['डआ'],PROP,True,True,,
ओओता,8,1,['ओओ'],PROP,True,True,,
भट्टथोकमा,8,1,['टथ'],PROP,True,True,,
टथ्र्यो,8,1,['टथ'],PROP,True,True,,
सरसफई,8,1,['फई'],PROP,True,True,,
पाएा,8,1,['एा'],PROP,True,True,,
पइएको,8,1,['पइ'],PROP,True,True,,
वर्षौअघि,8,1,['ौअ'],PROP,True,True,,
तेस्रंो,8,1,['ंो'],PROP,True,True,,
भए्,8,1,['ए्'],PROP,True,True,,
ऊजुरी,8,1,['ऊज'],PROP,True,True,,
भनाइः,8,1,['इः'],PROP,True,True,,
व्यवःथा,8,1,['ःथ'],PROP,True,True,,
शथप,8,1,['शथ'],PROP,True,True,,
प्लाईउड,8,1,['ईउ'],PROP,True,True,,
पुनःएकपटक,8,1,['ःए'],PROP,True,True,,
औडव,8,1,['औड'],PROP,True,True,,
नारायणढ,8,1,['णढ'],PROP,True,True,,
आेलीको,8,1,['आे'],PROP,True,True,,
रूञ्चे,8,1,['ूञ'],PROP,True,True,,
ऐभरेष्ट,8,1,['ऐभ'],PROP,True,True,,
ऋिण,8,1,['ऋि'],PROP,True,True,,
तीर्थधाम,8,1,['थध'],PROP,True,True,,
प्रत्यक्षफल,8,1,['षफ'],PROP,True,True,,
अफशोर,8,1,['फश'],PROP,True,True,,
दःुखी,8,1,['ःु'],PROP,True,True,,
स्वःचालित,8,1,['ःच'],PROP,True,True,,
ङइन्द्र,8,1,['ङइ'],PROP,True,True,,
निष्कर्षछ,8,1,['षछ'],PROP,True,True,,
प्रतिऋणपत्र,8,1,['िऋ'],PROP,True,True,,
चितई,8,1,['तई'],PROP,True,True,,
शुक्रऋषि,8,1,['रऋ'],PROP,True,True,,
सरक्षंण,8,1,['षं'],PROP,True,True,,
पहाड़वासीको,8,1,['़व'],PROP,True,True,,
थिऐ,8,1,['िऐ'],PROP,True,True,,
ऋंखला,8,1,['ऋं'],PROP,True,True,,
ऐेतिहासिक,8,1,['ऐे'],PROP,True,True,,
थण्डर,8,1,['थण'],PROP,True,True,,
ऋखारमा,8,1,['ऋख'],PROP,True,True,,
पार्टीै,8,1,['ीै'],PROP,True,True,,
शठता,8,1,['शठ'],PROP,True,True,,
शइमन,8,1,['शइ'],PROP,True,True,,
हेऱ्यौं,8,1,['ेऱ'],PROP,True,True,,
आऔँ,8,1,['आऔ'],PROP,True,True,,
ढाँटढुँट,8,1,['टढ'],PROP,True,True,,
स्वऐच्छिक,8,1,['वऐ'],PROP,True,True,,
छध्र,8,1,['छध'],PROP,True,True,,
एफइआइएमएस,7,2,"['इआ', 'फइ']",PROP,True,True,,
गरििदएको,7,2,"['दए', 'िि']",PROP,True,True,,
चॉंही,7,2,"['चॉ', 'ॉं']",PROP,True,True,,
घाइेते,7,1,['इे'],PROP,True,True,,
विद्आउट,7,1,['्आ'],PROP,True,True,,
तेसं्रो,7,1,['ं्'],PROP,True,True,,
पाठइ्क्रम,7,2,"['इ्', 'ठइ']",PROP,True,True,,
माइक्रोसॉफ्ट,7,2,"['सॉ', 'ॉफ']",PROP,True,True,,
जवाफभन्दा,7,1,['फभ'],PROP,True,True,,
पाँचधारेले,7,1,['चध'],PROP,True,True,,
गाऊं,7,1,['ऊं'],PROP,True,True,,
फउण्डेशन,7,1,['फउ'],PROP,True,True,,
तपांई,7,1,['ंई'],PROP,True,True,,
वझाले,7,1,['वझ'],PROP,True,True,,
सष्टा,7,1,['सष'],PROP,True,True,,
हाम्रंो,7,1,['ंो'],PROP,True,True,,
ुबीु,7,1,['ीु'],PROP,True,True,,
लाहछाप,7,1,['हछ'],PROP,True,True,,
दोस्रंो,7,1,['ंो'],PROP,True,True,,
नेवाःताम्सालिङ,7,1,['ःत'],PROP,True,True,,
न्यौछावर,7,1,['ौछ'],PROP,True,True,,
सदष्य,7,1,['दष'],PROP,True,True,,
यात्रृबहाक,7,1,['ृब'],PROP,True,True,,
साउथइष्ट,7,1,['थइ'],PROP,True,True,,
कटठा,7,1,['टठ'],PROP,True,True,,
ठउर,7,1,['ठउ'],PROP,True,True,,
पुनःआग्रह,7,1,['ःआ'],PROP,True,True,,
लेखफाँटमा,7,1,['खफ'],PROP,True,True,,
ठउँमा,7,1,['ठउ'],PROP,True,True,,
गणेशथानमा,7,1,['शथ'],PROP,True,True,,
लाग्दइन,7,1,['दइ'],PROP,True,True,,
दर्पणछाँया,7,1,['णछ'],PROP,True,True,,
यज्ञयागादि,7,1,['ञय'],PROP,True,True,,
नगरूञ्जेल,7,1,['ूञ'],PROP,True,True,,
जेठअघि,7,1,['ठअ'],PROP,True,True,,
छौु,7,1,['ौु'],PROP,True,True,,
ठंड,7,1,['ठं'],PROP,True,True,,
यज्ञभूमि,7,1,['ञभ'],PROP,True,True,,
निगजढ,7,1,['जढ'],PROP,True,True,,
मुक्तिनाथधाम,7,1,['थध'],PROP,True,True,,
ह्याङ्गओभर,7,1,['गओ'],PROP,True,True,,
सिंहझैं,7,1,['हझ'],PROP,True,True,,
बताउुभयो,7,1,['उु'],PROP,True,True,,
अलऐनको,7,1,['लऐ'],PROP,True,True,,
ऎना,7,1,['ऎन'],PROP,True,True,,
बडउड,7,1,['डउ'],PROP,True,True,,
ऋशव,7,1,['ऋश'],PROP,True,True,,
आषढ,7,1,['षढ'],PROP,True,True,,
षढयन्त्र,7,1,['षढ'],PROP,True,True,,
औटा,7,1,['औट'],PROP,True,True,,
ओधिम्बोले,7,1,['ओध'],PROP,True,True,,
पितृऋण,7,1,['ृऋ'],PROP,True,True,,
वर्षाऋतु,7,1,['ाऋ'],PROP,True,True,,
गर्योो,7,1,['ोो'],PROP,True,True,,
काठफोर,7,1,['ठफ'],PROP,True,True,,
साऊथ,7,1,['ऊथ'],PROP,True,True,,
ऋक्सेन,7,1,['ऋक'],PROP,True,True,,
फाऊण्डेशनको,7,1,['ऊण'],PROP,True,True,,
पर्योो,7,1,['ोो'],PROP,True,True,,
ॐको,7,1,['ॐक'],PROP,True,True,,
मडई,7,1,['डई'],PROP,True,True,,
स्रोतःइमेज,7,1,['ःइ'],PROP,True,True,,
आिर्थक,7,1,['आि'],PROP,True,True,,
ऐण्ड,7,1,['ऐण'],PROP,True,True,,
बढउने,7,1,['ढउ'],PROP,True,True,,
विशेषङ्कबाट,7,1,['षङ'],PROP,True,True,,
पैञ्यू,7,1,['ैञ'],PROP,True,True,,
क्ीऋ,7,1,['ीऋ'],PROP,True,True,,
ऑक्सिजन,7,1,['ऑक'],PROP,True,True,,
ऋमा,7,1,['ऋम'],PROP,True,True,,
झऱ्यो,7,1,['झऱ'],PROP,True,True,,
गनॅ,7,1,['नॅ'],PROP,True,True,,
पॉंचवटा,6,2,"['पॉ', 'ॉं']",PROP,True,True,,
केन्ऽले,6,2,"['ऽल', '्ऽ']",PROP,True,True,,
स्पॉट,6,2,"['पॉ', 'ॉट']",PROP,True,True,,
पॉचौ,6,2,"['पॉ', 'ॉच']",PROP,True,True,,
नेृत्वमा,6,1,['ेृ'],PROP,True,True,,
रामं्रो,6,1,['ं्'],PROP,True,True,,
भनेु,6,1,['ेु'],PROP,True,True,,
तथ्याङअनुसार,6,1,['ङअ'],PROP,True,True,,
स्टेरॉयड,6,2,"['रॉ', 'ॉय']",PROP,True,True,,
बीऊविजन,6,2,"['ऊव', 'ीऊ']",PROP,True,True,,
ऊंचाईमा,6,1,['ऊं'],PROP,True,True,,
कुशेऔंसी,6,1,['ेऔ'],PROP,True,True,,
छ्ट्टिै,6,1,['िै'],PROP,True,True,,
देऔं,6,1,['ेऔ'],PROP,True,True,,
ठोक्ंिकदा,6,1,['ंि'],PROP,True,True,,
स्टैंडआउट,6,1,['डआ'],PROP,True,True,,
खखनाका,6,1,['खख'],PROP,True,True,,
दःतुर,6,1,['ःत'],PROP,True,True,,
रहछ,6,1,['हछ'],PROP,True,True,,
रुपइडिहा,6,1,['पइ'],PROP,True,True,,
ठॉउमा,6,2,"['ठॉ', 'ॉउ']",PROP,True,True,,
पदार्थः,6,1,['थः'],PROP,True,True,,
निष्कर्षउन्मुख,6,1,['षउ'],PROP,True,True,,
रेष्टुरेँष्ट,6,1,['ँष'],PROP,True,True,,
सङठित,6,1,['ङठ'],PROP,True,True,,
लेखफर्सा,6,1,['खफ'],PROP,True,True,,
कृबाट,6,1,['ृब'],PROP,True,True,,
देशघात,6,1,['शघ'],PROP,True,True,,
झथ्र्यो,6,1,['झथ'],PROP,True,True,,
झजर,6,1,['झज'],PROP,True,True,,
संास्कृतिक,6,1,['ंा'],PROP,True,True,,
झजपुरबाट,6,1,['झज'],PROP,True,True,,
बृद्धआश्रममा,6,1,['धआ'],PROP,True,True,,
छठअन्तर्गत,6,1,['ठअ'],PROP,True,True,,
उऩको,6,2,"['उऩ', 'ऩक']",PROP,True,True,,
द्धछ,6,1,['धछ'],PROP,True,True,,
उ्दघाटन,6,1,['उ्'],PROP,True,True,,
ठंगले,6,1,['ठं'],PROP,True,True,,
ऐभाँती,6,1,['ऐभ'],PROP,True,True,,
रिजऊड,6,2,"['ऊड', 'जऊ']",PROP,True,True,,
सहझै,6,1,['हझ'],PROP,True,True,,
ठँला,6,1,['ठँ'],PROP,True,True,,
एुटा,6,1,['एु'],PROP,True,True,,
दीर्घशंका,6,1,['घश'],PROP,True,True,,
भछन्,6,1,['भछ'],PROP,True,True,,
गरिऐको,6,1,['िऐ'],PROP,True,True,,
सञचालनमा,6,1,['ञच'],PROP,True,True,,
सञचार,6,1,['ञच'],PROP,True,True,,
ऋर्तु,6,1,['ऋर'],PROP,True,True,,
हुो,6,1,['ुो'],PROP,True,True,,
बताउूछन्,6,1,['उू'],PROP,True,True,,
मातृऋण,6,1,['ृऋ'],PROP,True,True,,
औगादोगुमा,6,1,['औग'],PROP,True,True,,
ॠग्वेदीय,6,1,['ॠग'],PROP,True,True,,
भठी,6,1,['भठ'],PROP,True,True,,
ॠतुमा,6,1,['ॠत'],PROP,True,True,,
ऊधम,6,1,['ऊध'],PROP,True,True,,
बाँढफाँड,6,1,['ढफ'],PROP,True,True,,
इढहो,6,1,['इढ'],PROP,True,True,,
स्वःघोषणा,6,1,['ःघ'],PROP,True,True,,
औहरी,6,1,['औह'],PROP,True,True,,
तटष्थ,6,1,['टष'],PROP,True,True,,
देऊः,6,1,['ऊः'],PROP,True,True,,
मापढण्ड,6,1,['ढण'],PROP,True,True,,
यज्ञध्वज,6,1,['ञध'],PROP,True,True,,
आठआना,6,1,['ठआ'],PROP,True,True,,
ऍफ़,6,1,['ऍफ'],PROP,True,True,,
युइएफ़ए,6,1,['़ए'],PROP,True,True,,
प्राग्ऐतिहासिक,6,1,['्ऐ'],PROP,True,True,,
निर्णइ,6,1,['णइ'],PROP,True,True,,
देवऋण,6,1,['वऋ'],PROP,True,True,,
सॉंस्कृतिक,5,2,"['सॉ', 'ॉं']",PROP,True,True,,
ईङंकसँग,5,2,"['ईङ', 'ङं']",PROP,True,True,,
घॉंस,5,2,"['घॉ', 'ॉं']",PROP,True,True,,
यज्ञोपवितधारण,5,2,"['ञो', 'तध']",PROP,True,True,,
छुटृाछुटृै,5,3,"['टृ', 'ृा', 'ृै']",PROP,True,True,,
प्रषटाईएको,5,1,['षट'],PROP,True,True,,
ह्याङ्आउट,5,1,['्आ'],PROP,True,True,,
कागं्रेस,5,1,['ं्'],PROP,True,True,,
गाउॅपालिकामा,5,2,"['उॅ', 'ॅप']",PROP,True,True,,
सुटिङअघि,5,1,['ङअ'],PROP,True,True,,
ठुूलो,5,1,['ुू'],PROP,True,True,,
हुूदैन,5,1,['ुू'],PROP,True,True,,
सॉफ्टवेर,5,2,"['सॉ', 'ॉफ']",PROP,True,True,,
सॉफेबगर,5,2,"['सॉ', 'ॉफ']",PROP,True,True,,
पञ्चधुरा,5,1,['चध'],PROP,True,True,,
चम्काऊछन,5,1,['ऊछ'],PROP,True,True,,
लुंइटेलकाअनुसार,5,1,['ंइ'],PROP,True,True,,
लुंइटेलले,5,1,['ंइ'],PROP,True,True,,
दिंइदै,5,1,['ंइ'],PROP,True,True,,
नाराणण,5,1,['णण'],PROP,True,True,,
सष्टेनेवल,5,1,['सष'],PROP,True,True,,
लैंिगक,5,1,['ंि'],PROP,True,True,,
बौफिन,5,1,['ौफ'],PROP,True,True,,
एजआईजी,5,1,['जआ'],PROP,True,True,,
प्रगङ्झत,5,1,['झत'],PROP,True,True,,
अर्घौअर्चलेमा,5,1,['ौअ'],PROP,True,True,,
गॉउमा,5,2,"['गॉ', 'ॉउ']",PROP,True,True,,
पइन्ट,5,1,['पइ'],PROP,True,True,,
जइर,5,1,['जइ'],PROP,True,True,,
चौअनियाँ,5,1,['ौअ'],PROP,True,True,,
कौछे,5,1,['ौछ'],PROP,True,True,,
चॉडो,5,2,"['चॉ', 'ॉड']",PROP,True,True,,
टॉयलेट,5,2,"['टॉ', 'ॉय']",PROP,True,True,,
युएफईएमईएस,5,1,['फई'],PROP,True,True,,
छउँञ्जेल,5,2,"['ँञ', 'छउ']",PROP,True,True,,
कारणं,5,1,['णं'],PROP,True,True,,
औँषधि,5,1,['ँष'],PROP,True,True,,
भैईसकेको,5,1,['ैई'],PROP,True,True,,
एचई,5,1,['चई'],PROP,True,True,,
अईपिओ,5,1,['अई'],PROP,True,True,,
रणउजिरेश्वरी,5,1,['णउ'],PROP,True,True,,
हठधर्मी,5,1,['ठध'],PROP,True,True,,
प्रकाशघर,5,1,['शघ'],PROP,True,True,,
टठिलो,5,1,['टठ'],PROP,True,True,,
प्रहरुी,5,1,['ुी'],PROP,True,True,,
ह्याङओभरमा,5,1,['ङओ'],PROP,True,True,,
ऐठाका,5,1,['ऐठ'],PROP,True,True,,
थइन्,5,1,['थइ'],PROP,True,True,,
चिढचिढापन,5,1,['ढच'],PROP,True,True,,
व्यवःथापन,5,1,['ःथ'],PROP,True,True,,
माझथर,5,1,['झथ'],PROP,True,True,,
बोझजस्तो,5,1,['झज'],PROP,True,True,,
ढुंगैढुंगा,5,1,['ैढ'],PROP,True,True,,
दक्षिणढोकासम्म,5,1,['णढ'],PROP,True,True,,
द्दढ,5,1,['दढ'],PROP,True,True,,
शहीदढोका,5,1,['दढ'],PROP,True,True,,
बताइृएको,5,1,['ृए'],PROP,True,True,,
झाटझुट,5,1,['टझ'],PROP,True,True,,
जठाभाबी,5,1,['जठ'],PROP,True,True,,
निर्वाधढंगबाट,5,1,['धढ'],PROP,True,True,,
द्धढ,5,1,['धढ'],PROP,True,True,,
भएकॊ,5,1,['कॊ'],PROP,True,True,,
अफशोस,5,1,['फश'],PROP,True,True,,
घढ्ने,5,1,['घढ'],PROP,True,True,,
सुबः,5,1,['बः'],PROP,True,True,,
कोदई,5,1,['दई'],PROP,True,True,,
खाणँ,5,1,['णँ'],PROP,True,True,,
अनऔपचारिक,5,1,['नऔ'],PROP,True,True,,
उुद्घाटन,5,1,['उु'],PROP,True,True,,
अफठ्रोमा,5,1,['फठ'],PROP,True,True,,
आइडियोलॉजी,5,1,['ॉज'],PROP,True,True,,
हौइनौँ,5,1,['ौइ'],PROP,True,True,,
द्दट,5,1,['दट'],PROP,True,True,,
चारैओटा,5,1,['ैओ'],PROP,True,True,,
तीनैओटा,5,1,['ैओ'],PROP,True,True,,
छौ्र,5,1,['ौ्'],PROP,True,True,,
छऊञ्जेल,5,2,"['ऊञ', 'छऊ']",PROP,True,True,,
षढ्यन्त्र,5,1,['षढ'],PROP,True,True,,
विज्ञटोलीले,5,1,['ञट'],PROP,True,True,,
आईओणिओस,5,1,['ओण'],PROP,True,True,,
प्रमुखआयुक्त,5,1,['खआ'],PROP,True,True,,
अध्यक्षँतामा,5,1,['षँ'],PROP,True,True,,
गृष्मऋतु,5,1,['मऋ'],PROP,True,True,,
वर्षाऋतुमा,5,1,['ाऋ'],PROP,True,True,,
हर्ठफोर्डशायरस्थित,5,1,['ठफ'],PROP,True,True,,
होू,5,1,['ोू'],PROP,True,True,,
ॠतुको,5,1,['ॠत'],PROP,True,True,,
पठएको,5,1,['ठए'],PROP,True,True,,
भएठाउँमा,5,1,['एठ'],PROP,True,True,,
महासंघआवद्ध,5,1,['घआ'],PROP,True,True,,
ऑखादान,5,1,['ऑख'],PROP,True,True,,
उठथ्यो,5,1,['ठथ'],PROP,True,True,,
छइन्जेल,5,1,['छइ'],PROP,True,True,,
पकडौआ,5,1,['ौआ'],PROP,True,True,,
ऋहिले,5,1,['ऋह'],PROP,True,True,,
शरदऋतु,5,1,['दऋ'],PROP,True,True,,
बुद्धफिल्ड,5,1,['धफ'],PROP,True,True,,
स्वतःफूर्त,5,1,['ःफ'],PROP,True,True,,
हओस्,5,1,['हओ'],PROP,True,True,,
क्रौञ्च,5,1,['ौञ'],PROP,True,True,,
लैिङ्गक,5,1,['ैि'],PROP,True,True,,
प्रौढशिक्षा,5,1,['ढश'],PROP,True,True,,
ॠङ्खलाको,5,1,['ॠङ'],PROP,True,True,,
तोड़फोड़,5,1,['़फ'],PROP,True,True,,
साँझचाहिँ,5,1,['झच'],PROP,True,True,,
जलऊर्जा,5,1,['लऊ'],PROP,True,True,,
ऎसेलुको,5,1,['ऎस'],PROP,True,True,,
श्रमऐन,5,1,['मऐ'],PROP,True,True,,
ऩमाटन,5,1,['ऩम'],PROP,True,True,,
ििै,4,2,"['िि', 'िै']",PROP,True,True,,
ऋभिि,4,2,"['ऋभ', 'िि']",PROP,True,True,,
ईङघङ,4,2,"['ईङ', 'घङ']",PROP,True,True,,
केन्ऽबाट,4,2,"['ऽब', '्ऽ']",PROP,True,True,,
नसंफाःगु,4,2,"['ंफ', 'ःग']",PROP,True,True,,
सऊल,4,2,"['ऊल', 'सऊ']",PROP,True,True,,
शफथ,4,2,"['फथ', 'शफ']",PROP,True,True,,
गरिैएको,4,2,"['िै', 'ैए']",PROP,True,True,,
म्भखभयिऊभलत,4,2,"['ऊभ', 'भख']",PROP,True,True,,
सेफभित्र,4,1,['फभ'],PROP,True,True,,
क्ष्ऋऋ,4,2,"['ऋऋ', '्ऋ']",PROP,True,True,,
अ्म्मर,4,1,['अ्'],PROP,True,True,,
हुॅदैन,4,2,"['ुॅ', 'ॅद']",PROP,True,True,,
छेऊछाऊमा,4,1,['ऊछ'],PROP,True,True,,
अ्माहा,4,1,['अ्'],PROP,True,True,,
सॉझमा,4,2,"['सॉ', 'ॉझ']",PROP,True,True,,
कागझैं,4,1,['गझ'],PROP,True,True,,
चौफा,4,1,['ौफ'],PROP,True,True,,
बैंिकङ्ग,4,1,['ंि'],PROP,True,True,,
मॉनसून,4,2,"['मॉ', 'ॉन']",PROP,True,True,,
चिठठा,4,1,['ठठ'],PROP,True,True,,
एभचष्यम,4,1,['चष'],PROP,True,True,,
समःया,4,1,['ःय'],PROP,True,True,,
अईरहेको,4,1,['अई'],PROP,True,True,,
असहिँष्णु,4,1,['ँष'],PROP,True,True,,
ठॉउ,4,2,"['ठॉ', 'ॉउ']",PROP,True,True,,
आरएचईएल,4,1,['चई'],PROP,True,True,,
अष्ठधातु,4,1,['ठध'],PROP,True,True,,
हठधर्म,4,1,['ठध'],PROP,True,True,,
द्धण्,4,1,['धण'],PROP,True,True,,
गुड़गाँव,4,1,['़ग'],PROP,True,True,,
ऊषर,4,1,['ऊष'],PROP,True,True,,
दूारा,4,1,['ूा'],PROP,True,True,,
चिढचिढाहट,4,1,['ढच'],PROP,True,True,,
पढ्दैएक्सचेन्ज,4,1,['ैए'],PROP,True,True,,
बिजलुी,4,1,['ुी'],PROP,True,True,,
लगआउन,4,1,['गआ'],PROP,True,True,,
पुनःआह्वान,4,1,['ःआ'],PROP,True,True,,
